-2.3025850929940455,-2.3025850929940455
-2.8088328154132816,-2.4880127115942003
-2.8861815809822535,-2.649554338775648
-2.561016106574497,-2.5830392105491966
-2.8112361746551895,-2.448263026190746
-2.8250780335147545,-2.5322856662414566
-2.675201297014165,-2.6178078940642955
-2.818700688703811,-2.638313070440168
-2.7839344549321887,-2.407855861068071
-2.751027318154918,-2.52990950815003
-2.491497784255522,-2.4486659838862526
-3.1672008383923353,-2.4092688363507753
-2.8330791533460338,-2.531335524043881
-2.875699218134731,-2.487004436821068
-2.7226686465741667,-2.5688751526985434
-2.755653530191481,-2.425118162836459
-2.855052240795392,-2.6456139882479417
-2.8843878648097867,-2.4641666429433826
-2.6651586116668002,-2.496245759998646
-2.7601701759143826,-2.5036894145111908
-3.0509074038087953,-2.5702026254971218
-2.7927352533441065,-2.410988682989402
-2.8067629540669947,-2.610931711508404
-2.827239077726997,-2.6096040700989365
-2.879446300314417,-2.2943041105792505
-2.843794916697792,-2.703312660766404
-2.89561695698516,-2.4913188283780876
-2.729519612485863,-2.4979449050565563
-2.7455235485498184,-2.529045056652056
-2.819416895364618,-2.440963327037882
-2.7274789733139366,-2.4742353718957344
-2.809173329359107,-2.523063548068854
-2.727101705385744,-2.518890539091015
-2.836162887132024,-2.47861396231636
-2.982952114646906,-2.5998036764993713
-2.7372954997332655,-2.35362515083971
-2.906406868469567,-2.528100281682443
-2.696770909180606,-2.4590599954168333
-2.984949991050589,-2.4035922750366576
-2.7060622441714792,-2.587529120670053
-2.765442042843363,-2.466568980393628
-2.942572325821243,-2.550193629873307
-2.663967664746975,-2.4248147172273242
-3.026718187354234,-2.4374834849892624
-2.6826338669108805,-2.651537546995766
-2.66763079576419,-2.409122321185697
-2.71401470607678,-2.550006470910648
-2.61823997081074,-2.5826477447767373
-2.8331153338312047,-2.3937525682106875
-2.6413814911617406,-2.772248318801688
-2.8042867805874017,-2.475541502555818
-2.6978824189677266,-2.606175099169993
-2.630821913901608,-2.557413171554617
-2.8426169397710983,-2.4918172468499122
-2.854189593206514,-2.4991456785082593
-2.7846687477111196,-2.602630480325098
-2.869242602218509,-2.4926559614920123
-2.721491140762283,-2.798007900761394
-2.712096772999511,-2.3683158859948534
-2.7551033947911323,-2.466520901979363
-2.756290683210053,-2.437240709226014
-2.848840661055957,-2.6466457991527492
-2.9029482009922387,-2.501291594508793
-2.9195273828640733,-2.536214597388543
-2.5401880781976622,-2.5701101794627337
-2.8033789603750856,-2.5057048953519527
-2.744463366266192,-2.5171400714146435
-2.863826688935072,-2.6299477105769102
-2.840250038754586,-2.5645150987606082
-2.846059385550648,-2.5388996571422497
-2.8373246085898116,-2.6277663255346555
-2.580358843891418,-2.4936749458469545
-2.73392139359465,-2.3864753844928246
-2.949266017829391,-2.5107822847309342
-3.0814384294258788,-2.5504028136982027
-2.7172340425331947,-2.4547687851613422
-2.7313338367896476,-2.497136870623906
-2.737656989858939,-2.5228507990780114
-2.66862090733904,-2.3823087827501404
-2.847397916784,-2.4832546055409543
-3.000091100847065,-2.3845565327624105
-2.7215330526064005,-2.7294758445091687
-2.7406560456569147,-2.5888675123133287
-2.636217513860348,-2.4794589156535403
-2.8655821830004853,-2.650184222068203
-2.806027160788735,-2.699994446621718
-2.710306168947783,-2.607675636419569
-2.5734154084730614,-2.664323152283208
-3.038242937470122,-2.547103581277771
-2.8099007269680807,-2.533672122985391
-2.962024194418194,-2.5451427007876317
-2.7207452724971812,-2.625155496991411
-2.745122762298209,-2.544748159200012
-2.7815515068079733,-2.551757115046943
-2.7469656874266914,-2.587078751819873
-2.6656172954563218,-2.4069701091108815
-2.9860068696903,-2.646277585398379
-2.8249785211690863,-2.238418712106694
-2.708929861884545,-2.6089399770426294
-2.815768423788365,-2.6240773833896873
