-3.1225935258771305,-3.29836866209049
-2.9134033746059678,-2.5507210445424917
-2.8852221086389176,-2.5403770572195357
-2.9615487620861662,-2.630660255313371
-2.7871388952603025,-2.5562026753929374
-2.953264344355967,-2.6079230603845915
-2.9460174382122335,-2.4235916268075055
-2.7594579954198757,-2.4393743247395094
-2.699111342456371,-2.40755305015588
-2.79878720546155,-2.5659294739306806
-2.9467657289719082,-2.626987814479963
-2.725081893904749,-2.472780395401159
-2.712098339283401,-2.5452017120592414
-2.6778307930665934,-2.4739654401228037
-2.4519227488509667,-2.567289801362187
-3.0695015065593223,-2.46747882145321
-2.8146328693208407,-2.6805906765833463
-2.843369186186136,-2.4084054387075917
-2.623056164615069,-2.500405080713497
-2.964438642470899,-2.560822750676433
-2.905303184015429,-2.437483734950248
-2.892106691204312,-2.566663172856797
-3.0518181205639325,-2.323703170327164
-2.7703589714739874,-2.47635761373241
-2.9103164089528697,-2.426343338627924
-2.5742238945937332,-2.654092341507955
-2.8671452378822826,-2.5477092355688318
-2.7103449590955724,-2.5267717438447117
-2.8661692753876467,-2.371495217173257
-2.7740469454224135,-2.521824501734542
-2.8337083557992906,-2.4684943214189463
-2.635781649151371,-2.4275154752625796
-2.9518728921993205,-2.5639486809255194
-2.9477272742672858,-2.501792950098219
-2.903270444516555,-2.4630379560732893
-2.600719936647972,-2.655218220480917
-2.8441824682817813,-2.617425445743841
-2.7234605331419894,-2.4527038277533317
-2.800414550511831,-2.552792957989334
-2.83752835343611,-2.475719730360332
-2.942050222182296,-2.496538758919772
-2.895095740942727,-2.5058195452560623
-2.6125748731529717,-2.4883296185679313
-2.7464284328974795,-2.42629374539437
-2.736195311941185,-2.497311859071778
-2.755886597589317,-2.6005570728291354
-2.751761807012026,-2.5151248620393765
-2.708061448756131,-2.5360685012075828
-2.8317396023540256,-2.458993062151384
-3.0217817364888098,-2.432669440391202
-2.949317567294049,-2.6462192438530567
-2.8825139982015062,-2.5636983705180536
-2.6792875324047234,-2.549637543759816
-2.7655113007639827,-2.463075297036586
-2.77722411056221,-2.4122438583557577
-2.647179033761075,-2.5008573316886724
-2.805270506791839,-2.4634947902043587
-2.7864491654142767,-2.4702199587772014
-2.5939853710343703,-2.4665993402559923
-2.8582678122728296,-2.4999229690755453
